,month,day,number,amount
11135,5,15,220602,2.0
11136,5,15,220603,1.6
11137,5,15,220604,1.5
11138,5,15,220605,1.9
11139,5,15,220606,1.7
11140,5,15,220607,2.6
11141,5,15,220608,2.0
11142,5,15,220699,1.0
11143,5,15,220701,1.6
11144,5,15,220702,1.9
11145,5,15,220703,1.4
11146,5,15,220704,1.5
11147,5,15,220705,1.4
11148,5,15,220706,1.4
11149,5,15,220707,1.4
11150,5,15,220708,1.4
11151,5,15,220709,1.5
11152,5,15,220710,2.3
11153,5,15,220711,2.1
11154,5,15,220713,2.0
11155,5,15,220799,2.3
11156,5,15,220801,2.6
11157,5,15,220802,2.9
11158,5,15,220899,1.0
11159,5,15,220901,1.0
11160,5,15,220902,1.0
11161,5,15,220904,1.0
11162,5,15,220905,1.0
11163,5,15,220906,1.6
11164,5,15,220907,1.6
11165,5,15,220999,1.7
11166,5,15,221001,1.7
11167,5,15,221002,1.6
11168,5,15,221003,1.4
11169,5,15,221004,2.1
11170,5,15,221005,1.3
11171,5,15,221006,1.2
11172,5,15,221099,1.0
11173,5,15,221101,1.3
11174,5,15,221201,1.3
11175,5,15,221202,1.2
11176,5,15,230101,1.6
11177,5,15,230102,1.0
11178,5,15,230103,1.0
11179,5,15,230199,1.0
11180,5,15,230201,1.0
11181,5,15,230202,1.0
11182,5,15,230203,1.2
11183,5,15,230204,1.2
11184,5,15,230299,1.1
11185,5,15,230301,1.1
11186,5,15,230302,1.1
11187,5,15,230304,1.7
11188,5,15,230305,1.0
11189,5,15,230306,1.0
11190,5,15,230307,1.0
11191,5,15,230309,1.0
11192,5,15,230310,1.0
11193,5,15,230311,1.0
11194,5,15,230399,1.0
11195,5,15,230401,1.0
11196,5,15,230402,1.0
11197,5,15,230403,1.0
11198,5,15,230404,1.0
11199,5,15,230406,1.0
11200,5,15,230499,1.1
11201,5,15,230501,1.1
11202,5,15,230502,1.2
11203,5,15,230599,1.3
11204,5,15,230601,1.3
11205,5,15,230602,1.0
11206,5,15,230603,1.0
11207,5,15,230604,1.4
11208,5,15,230699,1.0
11209,5,15,230701,1.0
11210,5,15,230702,1.0
11211,5,15,230703,1.1
11212,5,15,230704,1.0
11213,5,15,230705,1.0
11214,5,15,230799,1.0
11215,5,15,230801,1.0
11216,5,15,230901,2.2
11217,5,15,230903,2.0
11218,5,15,230905,1.6
11219,5,15,230907,1.4
11220,5,15,231001,1.4
11221,5,15,231003,1.4
11222,5,15,231004,1.5
11223,5,15,231006,1.5
11224,5,15,231007,1.6
11225,5,15,231099,1.6
11226,5,15,231101,2.8
11227,5,15,231102,3.2
11228,5,15,231103,1.5
11229,5,15,231104,1.5
11230,5,15,231201,1.7
11231,5,15,231299,1.5
11232,5,15,231301,1.5
11233,5,15,231302,1.5
11234,5,15,231401,1.4
11235,5,15,231403,2.4
11236,5,15,231404,2.4
11237,5,15,231406,1.7
11238,5,15,231499,1.7
11239,5,15,231501,1.7
11240,5,15,231601,1.1
11241,5,15,231602,1.1
11242,5,15,231603,1.0
11243,5,15,231606,1.1
11244,5,15,231701,1.0
11245,5,15,231702,1.1
11246,5,15,231703,1.7
11247,5,15,231705,1.0
11248,5,15,300101,1.0
11249,5,15,300102,1.0
11250,5,15,300201,1.0
11251,5,15,300202,1.0
11252,5,15,300203,1.0
11253,5,15,300204,1.0
11254,5,15,300206,1.1
11255,5,15,300301,1.0
11256,5,15,300302,1.0
11257,5,15,300305,1.0
11258,5,15,300306,1.0
11259,5,15,300401,1.0
11260,5,15,300402,1.0
11261,5,15,300403,1.0
11262,5,15,300499,1.0
11263,5,15,300501,1.0
11264,5,15,300503,1.0
11265,5,15,300504,1.0
11266,5,15,300601,1.3
11267,5,15,300602,2.1
11268,5,15,300604,1.8
11269,5,15,300605,1.6
11270,5,15,300606,1.6
11271,5,15,300607,1.6
11272,5,15,300699,3.1
11273,5,15,300701,3.7
11274,5,15,300702,1.6
11275,5,15,300703,1.3
11276,5,15,300704,1.3
11277,5,15,300801,1.0
11278,5,15,300802,1.0
11279,5,15,300803,1.0
11280,5,15,300804,1.1
11281,5,15,300901,1.1
11282,5,15,300902,1.1
11283,5,15,300903,1.1
11284,5,15,301001,1.2
11285,5,15,301002,1.2
11286,5,15,301003,1.1
11287,5,15,301004,1.1
11288,5,15,301005,1.1
11289,5,15,301006,1.1
11290,5,15,301007,1.0
11291,5,15,301009,1.0
11292,5,15,301012,1.0
11293,5,15,301099,1.0
11294,5,15,301101,1.0
11295,5,15,301102,1.0
11296,5,15,301104,1.0
11297,5,15,301106,1.0
11298,5,15,301108,1.0
11299,5,15,301205,1.0
11300,5,15,301206,1.0
11301,5,15,301301,4.5
11302,5,15,301302,1.0
11303,5,15,301303,1.0
11304,5,15,301304,1.0
11305,5,15,301306,1.0
11306,5,15,301405,1.0
11307,5,15,301406,1.0
11308,5,15,301499,1.1
11309,5,15,301501,1.3
11310,5,15,301601,1.8
11311,5,15,301602,1.5
11312,5,15,301603,4.9
11313,5,15,301604,1.7
11314,5,15,301605,1.7
11315,5,15,301606,2.0
11316,5,15,301607,1.3
11317,5,15,301608,5.1
11318,5,15,301609,1.1
11319,5,15,301701,1.0
11320,5,15,301702,1.0
11321,5,15,301703,1.0
11322,5,15,301799,1.6
11323,5,15,301801,2.4
11324,5,15,301802,3.9
11325,5,15,301803,4.1
11326,5,15,301804,3.4
11327,5,15,301805,1.1
11328,5,15,301806,1.1
11329,5,15,301899,1.1
11330,5,15,310102,1.0
11331,5,15,310201,1.0
11332,5,15,310202,1.0
11333,5,15,310204,1.0
11334,5,15,310499,1.0
11335,5,15,310501,1.0
11336,5,15,310502,1.0
11337,5,15,310505,1.0
11338,5,15,310601,1.0
11339,5,15,310603,1.0
11340,5,15,310604,1.0
11341,5,15,310701,1.0
11342,5,15,310704,1.0
11343,5,15,310705,1.0
11344,5,15,310801,1.0
11345,5,15,310899,1.2
11346,5,15,310901,1.4
11347,5,15,310903,1.3
11348,5,15,310908,1.1
11349,5,15,310911,1.1
11350,5,15,311001,1.1
11351,5,15,311002,1.1
11352,5,15,311003,1.1
11353,5,15,311004,1.2
11354,5,15,311005,1.6
11355,5,15,311007,1.3
11356,5,15,311008,1.0
11357,5,15,311009,1.0
11358,5,15,311012,1.0
11359,5,15,311014,1.0
11360,5,15,311016,1.0
11361,5,15,311017,1.0
11362,5,15,311019,1.0
11363,5,15,311099,1.0
11364,5,15,311103,1.0
11365,5,15,311104,1.0
11366,5,15,311105,1.0
11367,5,15,311106,1.0
11368,5,15,311108,1.0
11369,5,15,311203,1.2
11370,5,15,311204,1.7
11371,5,15,311207,1.7
11372,5,15,311301,2.3
11373,5,15,311302,2.3
11374,5,15,311303,2.2
11375,5,15,311304,2.2
11376,5,15,311401,2.0
11377,5,15,311402,1.0
11378,5,15,311403,1.0
11379,5,15,311405,1.0
11380,5,15,311406,1.2
11381,5,15,311407,1.0
11382,5,15,311410,1.0
11383,5,15,311412,1.0
11384,5,15,311499,1.0
11385,5,15,311503,1.0
11386,5,15,311599,1.4
11387,5,15,311601,1.4
11388,5,15,311602,1.4
11389,5,15,311603,1.4
11390,5,15,311604,1.6
11391,5,15,311701,1.7
11392,5,15,311702,1.4
11393,5,15,311703,1.2
11394,5,15,311704,1.0
11395,5,15,311706,1.0
11396,5,15,311801,1.1
11397,5,15,311802,1.1
11398,5,15,311803,1.1
11399,5,15,311804,1.1
11400,5,15,311805,1.1
11401,5,15,311806,1.1
11402,5,15,311808,1.1
11403,5,15,311809,1.1
11404,5,15,311810,1.1
11405,5,15,311811,1.1
11406,5,15,311812,1.1
11407,5,15,311813,1.2
11408,5,15,311816,1.1
11409,5,15,311819,1.1
11410,5,15,311821,1.1
11411,5,15,311822,1.1
11412,5,15,311899,1.1
11413,5,15,311901,1.1
11414,5,15,311902,1.1
11415,5,15,311903,1.2
11416,5,15,311904,1.2
11417,5,15,311907,1.2
11418,5,15,311908,1.1
11419,5,15,311911,1.1
11420,5,15,311913,1.4
11421,5,15,312001,1.1
11422,5,15,312002,1.1
11423,5,15,312006,1.1
11424,5,15,312010,1.1
11425,5,15,312102,1.1
11426,5,15,312199,1.2
11427,5,15,312205,1.2
11428,5,15,312502,1.3
11429,5,15,312505,1.3
11430,5,15,312601,1.5
11431,5,15,312603,1.4
11432,5,15,312804,1.3
11433,5,15,321203,1.1
11434,5,15,321399,1.0
11435,5,15,321502,1.0
11436,5,15,321601,1.0
11437,5,15,321603,1.0
11438,5,15,321702,1.0
11439,5,15,321707,1.0
11440,5,15,321709,1.0
11441,5,15,321710,1.0
11442,5,15,321711,1.0
11443,5,15,321803,1.0
11444,5,15,322701,1.0
11445,5,15,330101,1.2
11446,5,15,330102,1.2
11447,5,15,330104,1.2
11448,5,15,330105,1.2
11449,5,15,330301,1.2
11450,5,15,331301,1.2
11451,5,15,331302,1.2
11452,5,15,331401,1.2
11453,5,15,331403,1.2
11454,5,15,331504,1.2
11455,5,15,331599,1.2
11456,5,15,331601,1.7
11457,5,15,331602,1.6
11458,5,15,331699,1.6
11459,5,15,331901,2.1
11460,5,15,331902,2.3
11461,5,15,331903,2.5
11462,5,15,331904,2.5
11463,5,15,331905,2.3
11464,5,15,331906,1.6
11465,5,15,331907,1.5
11466,5,15,331908,1.5
11467,5,15,331909,1.5
11468,5,15,331910,1.5
11469,5,15,331999,1.5
11470,5,15,332002,1.2
11471,5,15,332003,1.2
11472,5,15,332005,1.1
11473,5,15,332006,1.1
11474,5,15,332007,1.1
11475,5,15,332099,1.1
11476,5,15,332101,1.1
11477,5,15,332102,1.1
11478,5,15,332103,1.1
11479,5,15,332104,1.1
11480,5,15,332105,1.1
11481,5,15,332106,1.1
11482,5,15,332109,1.1
11483,5,15,332110,1.1
11484,5,15,332112,1.1
11485,5,15,332199,1.1
11486,5,15,332201,1.2
11487,5,15,332202,1.1
11488,5,15,332203,1.1
11489,5,15,332204,1.1
11490,5,15,332205,1.1
11491,5,15,332206,1.1
11492,5,15,332301,1.1
11493,5,15,332302,1.1
11494,5,15,332303,1.1
11495,5,15,332307,1.1
11496,5,15,332399,1.1
11497,5,15,332501,1.1
11498,5,15,332504,1.1
11499,5,15,332603,1.1
11500,5,15,332608,1.1
11501,5,15,332699,1.3
11502,5,15,332803,1.5
11503,5,15,333002,2.1
11504,5,15,340101,1.1
11505,5,15,340105,1.1
11506,5,15,340201,1.1
11507,5,15,340202,1.1
11508,5,15,340205,1.1
11509,5,15,340207,1.1
11510,5,15,340301,1.1
11511,5,15,340303,1.1
11512,5,15,340305,1.1
11513,5,15,340306,1.1
11514,5,15,340403,1.1
11515,5,15,340601,1.6
11516,5,15,340701,1.7
11517,5,15,340702,2.0
11518,5,15,340703,2.8
11519,5,15,340704,2.6
11520,5,15,340799,2.3
11521,5,15,340802,2.3
11522,5,15,340803,1.8
11523,5,15,340899,1.8
11524,5,15,340901,1.8
11525,5,15,340902,1.8
11526,5,15,340903,1.8
11527,5,15,340906,1.7
11528,5,15,341002,1.5
11529,5,15,341004,1.5
11530,5,15,341204,1.4
11531,5,15,341206,1.4
11532,5,15,341501,1.4
11533,5,15,341502,1.4
11534,5,15,341504,1.2
11535,5,15,341505,1.2
11536,5,15,341506,1.2
11537,5,15,341599,1.2
11538,5,15,341601,1.2
11539,5,15,341701,1.0
11540,5,15,341799,1.0
11541,5,15,341902,1.0
11542,5,15,342302,1.0
11543,5,15,342306,1.0
11544,5,15,342307,1.0
11545,5,15,342310,1.1
11546,5,15,342401,1.0
11547,5,15,342601,1.0
11548,5,15,342603,1.0
11549,5,15,342604,1.0
11550,5,15,342605,1.0
11551,5,15,342606,1.0
11552,5,15,342701,1.0
11553,5,15,342804,1.0
11554,5,15,342805,1.0
11555,5,15,342904,1.0
11556,5,15,342905,1.0
11557,5,15,343101,1.0
11558,5,15,343102,1.0
11559,5,15,343104,1.0
11560,5,15,343105,1.0
11561,5,15,343106,1.0
11562,5,15,343107,1.0
11563,5,15,343201,1.0
11564,5,15,343699,1.0
11565,5,16,100101,7.4
11566,5,16,100102,2.6
11567,5,16,100103,2.5
11568,5,16,100104,1.9
11569,5,16,100105,1.7
11570,5,16,100202,1.1
11571,5,16,100203,1.1
11572,5,16,100401,2.0
11573,5,16,100402,1.1
11574,5,16,100404,1.0
11575,5,16,100502,1.0
11576,5,16,100503,1.0
11577,5,16,100504,1.0
11578,5,16,100601,1.0
11579,5,16,100604,1.0
11580,5,16,100703,1.0
11581,5,16,100705,1.0
11582,5,16,109903,1.0
11583,5,16,110104,1.0
11584,5,16,110106,1.4
11585,5,16,110107,2.0
11586,5,16,110201,1.0
11587,5,16,110203,1.0
11588,5,16,110204,1.0
11589,5,16,110301,1.0
11590,5,16,110302,1.0
11591,5,16,110304,1.0
11592,5,16,110402,1.0
11593,5,16,120101,23.0
11594,5,16,120102,34.0
11595,5,16,120103,3.3
11596,5,16,120104,25.7
11597,5,16,120105,6.2
11598,5,16,120106,4.7
11599,5,16,120107,1.2
11600,5,16,120109,1.7
11601,5,16,120201,2.5
11602,5,16,120204,1.4
11603,5,16,120205,2.0
11604,5,16,120301,1.6
11605,5,16,120302,5.5
11606,5,16,120303,5.6
11607,5,16,120304,5.5
11608,5,16,120305,3.2
11609,5,16,120306,7.2
11610,5,16,120307,6.7
11611,5,16,120309,6.9
11612,5,16,120310,6.3
11613,5,16,120313,15.0
11614,5,16,120314,3.3
11615,5,16,120501,1.8
11616,5,16,120502,1.8
11617,5,16,130101,3.4
11618,5,16,130102,1.0
11619,5,16,130201,1.0
11620,5,16,130603,1.6
11621,5,16,130801,2.8
11622,5,16,130803,1.0
11623,5,16,130805,1.1
11624,5,16,140206,1.1
11625,5,16,140301,1.1
11626,5,16,150101,1.5
11627,5,16,150102,2.0
11628,5,16,150103,1.6
11629,5,16,150104,1.1
11630,5,16,150105,1.0
11631,5,16,150199,1.2
11632,5,16,150202,1.6
11633,5,16,150203,1.6
11634,5,16,150301,1.4
11635,5,16,150302,1.4
11636,5,16,150303,1.4
11637,5,16,150304,1.4
11638,5,16,150305,1.4
11639,5,16,150404,1.4
11640,5,16,150501,3.8
11641,5,16,150502,3.4
11642,5,16,150503,2.2
11643,5,16,150504,5.9
11644,5,16,150505,2.6
11645,5,16,150506,1.7
11646,5,16,150507,1.7
11647,5,16,150508,1.8
11648,5,16,150509,1.8
11649,5,16,150599,1.7
11650,5,16,150801,2.2
11651,5,16,150802,2.0
11652,5,16,150805,1.9
11653,5,16,150806,1.9
11654,5,16,150899,1.9
11655,5,16,150902,1.6
11656,5,16,150904,1.6
11657,5,16,150999,1.6
11658,5,16,151002,1.6
11659,5,16,151003,1.6
11660,5,16,151004,1.6
11661,5,16,151005,1.6
11662,5,16,151099,1.6
11663,5,16,151103,1.6
11664,5,16,151199,1.5
11665,5,16,151201,1.5
11666,5,16,151206,1.6
11667,5,16,151299,2.2
11668,5,16,151301,2.5
11669,5,16,151302,2.5
11670,5,16,151304,2.4
11671,5,16,151305,2.3
11672,5,16,151399,2.0
11673,5,16,151499,2.9
11674,5,16,151501,2.9
11675,5,16,151503,2.8
11676,5,16,151602,2.8
11677,5,16,151603,2.8
11678,5,16,151604,2.8
11679,5,16,151605,2.8
11680,5,16,151701,2.1
11681,5,16,151703,1.2
11682,5,16,151704,1.0
11683,5,16,151799,1.1
11684,5,16,151801,3.5
11685,5,16,151802,2.1
11686,5,16,151803,1.6
11687,5,16,151804,7.6
11688,5,16,151805,1.0
11689,5,16,151806,1.8
11690,5,16,151807,1.4
11691,5,16,151809,1.1
11692,5,16,151810,1.1
11693,5,16,151811,1.1
11694,5,16,151813,2.2
11695,5,16,151899,1.1
11696,5,16,151901,1.2
11697,5,16,151902,2.1
11698,5,16,151903,2.0
11699,5,16,151904,9.0
11700,5,16,151905,9.0
11701,5,16,152101,8.7
11702,5,16,152103,2.8
11703,5,16,152104,1.7
11704,5,16,200101,3.2
11705,5,16,200102,2.1
11706,5,16,200103,1.7
11707,5,16,200104,1.7
11708,5,16,200105,2.4
11709,5,16,200199,1.5
11710,5,16,200201,1.7
11711,5,16,200202,1.0
11712,5,16,200203,1.0
11713,5,16,200204,1.0
11714,5,16,200299,1.0
11715,5,16,200301,2.1
11716,5,16,200302,1.3
11717,5,16,200303,1.5
11718,5,16,200304,1.3
11719,5,16,200399,1.3
11720,5,16,200401,1.3
11721,5,16,200402,1.3
11722,5,16,200499,2.0
11723,5,16,200501,2.7
11724,5,16,200502,1.0
11725,5,16,200503,1.0
11726,5,16,200505,1.1
11727,5,16,200506,1.1
11728,5,16,200508,1.1
11729,5,16,200599,1.3
11730,5,16,200601,2.4
11731,5,16,200602,1.3
11732,5,16,200603,1.8
11733,5,16,200604,1.3
11734,5,16,200605,1.2
11735,5,16,200606,1.4
11736,5,16,200607,1.9
11737,5,16,200608,1.7
11738,5,16,200609,1.7
11739,5,16,200699,1.7
11740,5,16,200701,1.7
11741,5,16,200702,1.4
11742,5,16,200703,1.3
11743,5,16,200704,1.1
11744,5,16,200705,1.1
11745,5,16,200706,1.5
11746,5,16,200707,1.5
11747,5,16,200708,1.5
11748,5,16,200709,1.2
11749,5,16,200710,1.2
11750,5,16,200711,1.1
11751,5,16,200799,1.1
11752,5,16,200801,1.0
11753,5,16,200802,1.0
11754,5,16,200803,1.0
11755,5,16,200804,1.0
11756,5,16,200805,1.8
11757,5,16,200806,1.4
11758,5,16,200807,2.6
11759,5,16,200808,1.9
11760,5,16,200809,1.6
11761,5,16,200811,1.5
11762,5,16,200899,1.9
11763,5,16,200901,1.9
11764,5,16,200902,2.8
11765,5,16,200903,2.2
11766,5,16,200904,1.2
11767,5,16,200905,1.2
11768,5,16,200906,1.2
11769,5,16,200907,1.2
11770,5,16,200999,1.2
11771,5,16,201001,1.2
11772,5,16,201002,1.7
11773,5,16,201003,3.4
11774,5,16,201004,2.4
11775,5,16,201005,2.4
11776,5,16,201006,2.4
11777,5,16,201007,2.4
11778,5,16,201008,2.4
11779,5,16,201101,3.4
11780,5,16,201102,4.4
11781,5,16,201103,4.7
11782,5,16,201104,2.5
11783,5,16,201105,1.5
11784,5,16,201106,3.7
11785,5,16,201107,5.1
11786,5,16,201108,3.0
11787,5,16,201109,2.9
11788,5,16,201110,3.1
11789,5,16,201111,3.4
11790,5,16,201112,1.1
11791,5,16,201199,1.1
11792,5,16,201201,1.4
11793,5,16,201202,1.1
11794,5,16,201203,1.1
11795,5,16,201299,1.1
11796,5,16,201301,1.0
11797,5,16,201302,1.6
11798,5,16,201303,1.1
11799,5,16,201304,1.1
11800,5,16,201305,1.1
11801,5,16,201306,1.3
11802,5,16,201307,1.2
11803,5,16,201399,1.1
11804,5,16,201401,4.1
11805,5,16,201402,1.3
11806,5,16,201403,2.0
11807,5,16,201404,1.6
11808,5,16,201405,1.8
11809,5,16,201499,1.0
11810,5,16,201501,1.7
11811,5,16,201502,1.6
11812,5,16,201503,1.6
11813,5,16,201504,1.6
11814,5,16,201505,1.7
11815,5,16,210103,1.6
11816,5,16,210104,1.6
11817,5,16,210105,1.6
11818,5,16,210106,1.6
11819,5,16,210107,1.6
11820,5,16,210108,1.6
11821,5,16,210109,1.6
11822,5,16,210110,1.6
11823,5,16,210111,1.6
11824,5,16,210199,1.6
11825,5,16,210202,1.6
11826,5,16,210301,2.0
11827,5,16,210302,1.8
11828,5,16,210303,1.8
11829,5,16,210401,2.0
11830,5,16,210402,2.7
11831,5,16,210499,1.5
11832,5,16,210501,1.6
11833,5,16,210502,1.4
11834,5,16,210503,1.4
11835,5,16,210504,1.4
11836,5,16,210505,1.5
11837,5,16,210506,1.3
11838,5,16,210507,1.3
11839,5,16,210599,1.4
11840,5,16,210601,1.4
11841,5,16,210603,1.3
11842,5,16,210699,1.3
11843,5,16,210701,1.3
11844,5,16,210704,1.8
11845,5,16,210705,1.8
11846,5,16,210801,1.8
11847,5,16,220101,4.3
11848,5,16,220102,4.2
11849,5,16,220103,1.4
11850,5,16,220104,1.5
11851,5,16,220105,1.3
11852,5,16,220106,3.0
11853,5,16,220107,1.6
11854,5,16,220108,1.5
11855,5,16,220109,2.3
11856,5,16,220110,3.0
11857,5,16,220111,5.6
11858,5,16,220112,2.5
11859,5,16,220113,1.1
11860,5,16,220114,1.1
11861,5,16,220115,1.1
11862,5,16,220199,1.0
11863,5,16,220201,1.4
11864,5,16,220202,3.3
11865,5,16,220203,1.2
11866,5,16,220204,1.9
11867,5,16,220205,6.3
11868,5,16,220206,1.8
11869,5,16,220207,1.8
11870,5,16,220208,3.5
11871,5,16,220298,1.2
11872,5,16,220299,2.6
11873,5,16,220301,3.7
11874,5,16,220302,6.0
11875,5,16,220303,1.6
11876,5,16,220304,1.0
11877,5,16,220305,1.4
11878,5,16,220306,4.8
11879,5,16,220307,2.0
11880,5,16,220308,2.0
11881,5,16,220399,4.9
11882,5,16,220401,1.8
11883,5,16,220402,1.2
11884,5,16,220403,1.4
11885,5,16,220405,2.9
11886,5,16,220406,1.6
11887,5,16,220408,1.5
11888,5,16,220409,1.5
11889,5,16,220499,3.8
11890,5,16,220501,1.0
11891,5,16,220502,1.3
11892,5,16,220503,1.9
11893,5,16,220504,1.9
11894,5,16,220505,1.9
11895,5,16,220506,1.7
11896,5,16,220507,1.4
11897,5,16,220508,1.3
11898,5,16,220510,1.1
11899,5,16,220511,1.1
11900,5,16,220512,1.4
11901,5,16,220513,4.8
11902,5,16,220514,1.3
11903,5,16,220515,1.5
11904,5,16,220599,2.6
11905,5,16,220601,2.2
11906,5,16,220602,1.8
11907,5,16,220603,1.8
11908,5,16,220604,1.6
11909,5,16,220605,1.8
11910,5,16,220606,1.6
11911,5,16,220607,2.2
11912,5,16,220608,1.7
11913,5,16,220699,1.0
11914,5,16,220701,1.4
11915,5,16,220702,2.0
11916,5,16,220703,1.4
11917,5,16,220704,1.5
11918,5,16,220705,1.4
11919,5,16,220706,1.5
11920,5,16,220707,1.5
11921,5,16,220708,1.5
11922,5,16,220709,1.7
11923,5,16,220710,2.3
11924,5,16,220711,2.0
11925,5,16,220713,1.9
11926,5,16,220799,2.0
11927,5,16,220801,2.7
11928,5,16,220802,2.7
11929,5,16,220899,1.1
11930,5,16,220901,1.1
11931,5,16,220902,1.1
11932,5,16,220904,1.1
11933,5,16,220905,1.1
11934,5,16,220906,1.7
11935,5,16,220907,1.7
11936,5,16,220999,1.8
11937,5,16,221001,1.8
11938,5,16,221002,1.7
11939,5,16,221003,1.5
11940,5,16,221004,2.1
11941,5,16,221005,1.3
11942,5,16,221006,1.5
11943,5,16,221099,1.3
11944,5,16,221101,1.3
11945,5,16,221201,1.2
11946,5,16,221202,2.8
11947,5,16,230101,1.7
11948,5,16,230102,1.0
11949,5,16,230103,1.1
11950,5,16,230199,1.0
11951,5,16,230201,1.2
11952,5,16,230202,1.3
11953,5,16,230203,1.1
11954,5,16,230204,1.1
11955,5,16,230299,1.1
11956,5,16,230301,1.2
11957,5,16,230302,1.2
11958,5,16,230304,1.3
11959,5,16,230305,1.7
11960,5,16,230306,1.7
11961,5,16,230307,1.7
11962,5,16,230309,1.6
11963,5,16,230310,1.6
11964,5,16,230311,1.6
11965,5,16,230399,1.7
11966,5,16,230401,1.7
11967,5,16,230402,1.7
11968,5,16,230403,1.7
11969,5,16,230404,1.6
11970,5,16,230406,1.6
11971,5,16,230499,1.7
11972,5,16,230501,1.5
11973,5,16,230502,1.3
11974,5,16,230599,1.4
11975,5,16,230601,1.5
11976,5,16,230602,1.5
11977,5,16,230603,1.5
11978,5,16,230604,1.7
11979,5,16,230699,1.3
11980,5,16,230701,1.3
11981,5,16,230702,1.3
11982,5,16,230703,1.3
11983,5,16,230704,1.3
11984,5,16,230705,1.3
11985,5,16,230799,1.3
11986,5,16,230801,1.3
11987,5,16,230901,1.9
11988,5,16,230903,1.7
11989,5,16,230905,1.3
11990,5,16,230907,1.1
11991,5,16,231001,1.3
11992,5,16,231003,1.3
11993,5,16,231004,1.4
11994,5,16,231006,1.3
11995,5,16,231007,1.3
11996,5,16,231099,1.5
11997,5,16,231101,1.6
11998,5,16,231102,1.7
11999,5,16,231103,1.3
12000,5,16,231104,1.3
12001,5,16,231201,1.5
12002,5,16,231299,1.3
12003,5,16,231301,1.3
12004,5,16,231302,1.3
12005,5,16,231401,1.2
12006,5,16,231403,1.9
12007,5,16,231404,1.9
12008,5,16,231406,1.2
12009,5,16,231499,1.2
12010,5,16,231501,1.2
12011,5,16,231601,1.1
12012,5,16,231602,1.0
12013,5,16,231603,1.0
12014,5,16,231606,1.1
12015,5,16,231701,1.0
12016,5,16,231702,1.0
12017,5,16,231703,1.6
12018,5,16,231705,1.0
12019,5,16,300101,1.0
12020,5,16,300102,1.0
12021,5,16,300201,1.0
12022,5,16,300202,1.0
12023,5,16,300203,1.0
12024,5,16,300204,1.0
12025,5,16,300206,1.1
12026,5,16,300301,1.0
12027,5,16,300302,1.0
12028,5,16,300305,1.0
12029,5,16,300306,1.0
12030,5,16,300401,1.0
12031,5,16,300402,1.0
12032,5,16,300403,1.0
12033,5,16,300499,1.0
12034,5,16,300501,1.0
12035,5,16,300503,1.0
12036,5,16,300504,1.0
12037,5,16,300601,1.6
12038,5,16,300602,1.9
12039,5,16,300604,1.7
12040,5,16,300605,1.3
12041,5,16,300606,1.3
12042,5,16,300607,1.3
12043,5,16,300699,2.7
12044,5,16,300701,3.3
12045,5,16,300702,1.3
12046,5,16,300703,1.2
12047,5,16,300704,1.2
12048,5,16,300801,1.1
12049,5,16,300802,1.3
12050,5,16,300803,1.3
12051,5,16,300804,1.3
12052,5,16,300901,1.3
12053,5,16,300902,1.3
12054,5,16,300903,1.3
12055,5,16,301001,1.3
12056,5,16,301002,1.4
12057,5,16,301003,1.4
12058,5,16,301004,1.4
12059,5,16,301005,1.4
12060,5,16,301006,1.3
12061,5,16,301007,1.3
12062,5,16,301009,1.3
12063,5,16,301012,1.3
12064,5,16,301099,1.3
12065,5,16,301101,1.3
12066,5,16,301102,1.3
12067,5,16,301104,1.3
12068,5,16,301106,1.3
12069,5,16,301108,1.3
12070,5,16,301205,1.3
12071,5,16,301206,1.3
12072,5,16,301301,3.9
12073,5,16,301302,1.6
12074,5,16,301303,1.9
12075,5,16,301304,1.0
12076,5,16,301306,1.0
12077,5,16,301405,1.0
12078,5,16,301406,1.0
12079,5,16,301499,1.1
12080,5,16,301501,1.3
12081,5,16,301601,1.9
12082,5,16,301602,1.5
12083,5,16,301603,4.1
12084,5,16,301604,1.3
12085,5,16,301605,1.3
12086,5,16,301606,1.3
12087,5,16,301607,1.2
12088,5,16,301608,3.4
12089,5,16,301609,1.1
12090,5,16,301701,1.0
12091,5,16,301702,1.0
12092,5,16,301703,1.0
12093,5,16,301799,1.2
12094,5,16,301801,1.6
12095,5,16,301802,3.7
12096,5,16,301803,4.1
12097,5,16,301804,3.5
12098,5,16,301805,1.4
12099,5,16,301806,1.2
12100,5,16,301899,1.2
12101,5,16,310102,1.0
12102,5,16,310201,1.0
12103,5,16,310202,1.0
12104,5,16,310204,1.0
12105,5,16,310499,1.0
12106,5,16,310501,1.0
12107,5,16,310502,1.0
12108,5,16,310505,1.0
12109,5,16,310601,1.0
12110,5,16,310603,1.0
12111,5,16,310604,1.0
12112,5,16,310701,1.0
12113,5,16,310704,1.0
12114,5,16,310705,1.0
12115,5,16,310801,1.0
12116,5,16,310899,1.2
12117,5,16,310901,1.4
12118,5,16,310903,1.3
12119,5,16,310908,1.1
12120,5,16,310911,1.1
12121,5,16,311001,1.1
12122,5,16,311002,1.1
12123,5,16,311003,1.1
12124,5,16,311004,1.2
12125,5,16,311005,1.6
12126,5,16,311007,1.3
12127,5,16,311008,1.0
12128,5,16,311009,1.0
12129,5,16,311012,1.0
12130,5,16,311014,1.0
12131,5,16,311016,1.0
12132,5,16,311017,1.0
12133,5,16,311019,1.0
