month,day,number,amount
3,1,230404,1
3,1,130801,4
3,1,151099,2
3,1,120313,4
3,1,220107,2
3,1,230103,2
3,1,301802,3
3,1,231404,5
3,1,301603,6
3,1,201302,2
3,1,151703,1
3,1,220202,1
3,1,120303,3
3,1,201401,3
3,1,311405,2
3,1,231606,1
3,1,220305,1
3,1,200301,3
3,1,151802,1
3,1,230703,2
3,1,300902,1
3,1,150503,3
3,1,151801,1
3,1,230704,1
3,1,200706,1
3,1,120106,9
3,1,220205,3
3,1,220605,1
3,1,220699,1
3,1,312205,1
3,1,220299,2
3,1,201404,2
3,1,201201,2
3,1,110204,1
3,1,221202,2
3,1,220301,2
3,1,151806,1
3,1,220403,1
3,1,301801,2
3,1,220102,2
3,1,150501,2
3,1,311704,1
3,1,220904,1
3,1,230499,1
3,1,200806,1
3,1,201003,1
3,1,120204,2
3,1,300901,1
3,1,300604,2
3,1,220907,1
3,1,210402,1
3,1,201499,1
3,1,151701,3
3,1,110107,1
3,1,120307,5
3,1,230601,1
3,1,151299,2
3,1,200809,1
3,1,130803,4
3,1,120105,4
3,1,151813,1
3,1,221101,2
3,1,230701,1
3,1,130201,1
3,1,120109,2
3,1,220104,1
3,1,301102,1
3,1,230203,1
3,1,201004,1
3,1,151809,1
3,1,200201,1
3,1,200902,1
3,1,220607,1
3,1,100504,1
3,1,150504,1
3,1,200602,1
3,1,220708,1
3,1,230299,1
3,1,220108,1
3,1,220298,1
3,1,151810,1
3,1,200601,1
3,1,201306,1
3,1,311003,1
3,1,230901,1
3,1,340202,1
3,1,301301,1
3,2,120101,19
3,2,200204,1
3,2,120105,7
3,2,231201,1
3,2,120104,28
3,2,120301,4
3,2,152101,4
3,2,120107,2
3,2,300601,1
3,2,201002,2
3,2,120102,25
3,2,220205,2
3,2,210499,1
3,2,220208,8
3,2,151804,3
3,2,201401,3
3,2,130101,5
3,2,301303,2
3,2,151299,1
3,2,220202,2
3,2,220307,2
3,2,301607,1
3,2,100101,6
3,2,301603,1
3,2,120201,7
3,2,301302,1
3,2,100104,1
3,2,301801,5
3,2,230604,1
3,2,120109,3
3,2,200501,3
3,2,120307,3
3,2,130603,1
3,2,151701,3
3,2,220801,3
3,2,120302,4
3,2,301804,2
3,2,201299,1
3,2,220710,2
3,2,120305,1
3,2,301301,3
3,2,331903,1
3,2,120306,2
3,2,230399,1
3,2,100103,1
3,2,220508,1
3,2,301802,4
3,2,200607,1
3,2,220502,1
3,2,150502,1
3,2,120103,1
3,2,201111,2
3,2,221202,2
3,2,221101,2
3,2,201502,3
3,2,201404,2
3,2,301805,1
3,2,341504,1
3,2,151813,2
3,2,220501,1
3,2,332099,1
3,2,220107,2
3,2,210503,1
3,2,312010,2
3,2,120106,6
3,2,201302,2
3,2,220299,1
3,2,151499,1
3,2,230599,1
3,2,220301,1
3,2,230103,1
3,2,120313,5
3,2,201112,2
3,2,201104,1
3,2,100102,1
3,2,220513,5
3,2,151304,1
3,2,130201,2
3,2,231102,1
3,2,332302,1
3,2,120303,2
3,2,200902,2
3,2,100402,4
3,2,130102,1
3,2,120501,3
3,2,110204,1
3,2,311801,1
3,2,130801,3
3,2,150506,1
3,2,210301,1
3,2,220599,1
3,2,230301,1
3,2,201403,1
3,2,150801,1
3,2,220514,1
3,2,311503,1
3,2,311604,1
3,2,200709,1
3,2,300804,1
3,2,200301,1
3,2,201107,1
3,2,200704,1
3,2,220405,1
3,2,230304,2
3,2,230101,1
3,2,301602,1
3,2,322701,1
3,2,100404,1
3,2,120204,2
3,2,150501,2
3,2,220203,1
3,2,200903,1
3,2,220799,2
3,2,301606,1
3,2,220106,1
3,2,230901,1
3,2,221002,1
3,2,200601,1
3,2,110107,1
3,2,230705,1
3,2,151501,1
3,2,110201,1
3,3,120204,2
3,3,210301,1
3,3,120102,19
3,3,201302,2
3,3,210504,1
3,3,100101,6
3,3,120104,20
3,3,301801,3
3,3,152101,12
3,3,100402,1
3,3,120109,1
3,3,120101,19
3,3,150501,3
3,3,210302,1
3,3,230101,1
3,3,200501,2
3,3,200502,1
3,3,220607,7
3,3,310901,2
3,3,120306,2
3,3,220302,3
3,3,210202,3
3,3,301301,2
3,3,200905,1
3,3,201399,1
3,3,210107,1
3,3,300604,2
3,3,301802,1
3,3,200906,1
3,3,120105,10
3,3,120106,7
3,3,130201,3
3,3,151701,2
3,3,220603,1
3,3,151803,3
3,3,130803,5
3,3,201306,1
3,3,151501,1
3,3,151809,1
3,3,220513,1
3,3,220902,1
3,3,200201,1
3,3,150101,1
3,3,200102,1
3,3,201401,4
3,3,100404,1
3,3,300802,1
3,3,231404,2
3,3,301303,1
3,3,200601,2
3,3,220605,3
3,3,130801,6
3,3,300801,1
3,3,200607,1
3,3,220405,2
3,3,300206,1
3,3,120103,1
3,3,201104,2
3,3,200807,2
3,3,120309,1
3,3,200706,1
3,3,220208,3
3,3,220402,2
3,3,201111,1
3,3,220202,3
3,3,230304,1
3,3,220204,1
3,3,120301,1
3,3,120201,3
3,3,200101,1
3,3,220106,2
3,3,151002,1
3,3,220904,1
3,3,201102,1
3,3,151199,1
3,3,201305,1
3,3,210505,1
3,3,201499,1
3,3,120313,1
3,3,220709,1
3,3,151399,1
3,3,200299,1
3,3,220104,2
3,3,220403,1
3,3,220111,1
3,3,230705,1
3,3,220701,1
3,3,201103,2
3,3,220108,2
3,3,231102,1
3,3,120107,1
3,3,231601,2
3,3,300602,2
3,3,210507,1
3,3,100102,1
3,3,150505,2
3,3,300601,1
3,3,221202,1
3,3,200603,1
3,3,200604,1
3,3,201105,2
3,3,150504,1
3,3,220906,1
3,3,311801,1
3,3,151806,1
3,3,201299,1
3,3,220205,1
3,3,220699,1
3,3,210502,1
3,3,220512,1
3,3,120501,1
3,3,200809,1
3,3,100103,1
3,3,340803,1
3,3,340802,1
3,3,230703,1
3,3,311808,1
3,3,220101,1
3,4,201301,2
3,4,301608,7
3,4,220109,1
3,4,220299,4
3,4,120102,29
3,4,220699,1
3,4,151805,4
3,4,201499,2
3,4,200804,1
3,4,220108,2
3,4,220405,6
3,4,220208,3
3,4,151901,3
3,4,220302,8
3,4,110201,3
3,4,200604,3
3,4,201303,1
3,4,200805,2
3,4,220202,3
3,4,130801,4
3,4,311907,1
3,4,200903,4
3,4,120307,4
3,4,300602,1
3,4,120104,22
3,4,200501,1
3,4,311604,1
3,4,220499,1
3,4,151299,6
3,4,200806,2
3,4,230701,1
3,4,300401,1
3,4,210109,2
3,4,301603,4
3,4,230301,1
3,4,120105,3
3,4,201107,4
3,4,151801,2
3,4,120106,6
3,4,152101,13
3,4,220308,1
3,4,220599,5
3,4,120302,8
3,4,300802,1
3,4,200301,2
3,4,301106,1
3,4,201502,5
3,4,220513,7
3,4,120303,7
3,4,120103,6
3,4,201302,2
3,4,301303,4
3,4,220399,2
3,4,151802,2
3,4,201403,1
3,4,151701,6
3,4,201111,3
3,4,120101,12
3,4,300801,1
3,4,100402,1
3,4,300202,2
3,4,340701,4
3,4,120313,16
3,4,301004,3
3,4,150504,4
3,4,100101,7
3,4,200809,2
3,4,220111,6
3,4,100104,3
3,4,220901,1
3,4,220902,1
3,4,301301,4
3,4,201401,4
3,4,231099,1
3,4,230304,2
3,4,220106,3
3,4,220205,4
3,4,120309,1
3,4,110204,1
3,4,151206,1
3,4,201405,2
3,4,300701,5
3,4,200906,1
3,4,151099,2
3,4,300604,2
3,4,220112,1
3,4,220507,1
3,4,150503,2
3,4,200201,2
3,4,200607,2
3,4,150502,2
3,4,200902,4
3,4,151813,3
3,4,220403,2
3,4,220512,2
3,4,150101,2
3,4,220110,4
3,4,200701,1
3,4,100401,1
3,4,220203,1
3,4,200105,2
3,4,220607,1
3,4,210402,1
3,4,120205,1
3,4,311702,2
3,4,333002,1
3,4,301701,1
3,4,220604,2
3,4,220514,1
3,4,200704,1
3,4,200711,1
3,4,150506,1
3,4,130101,2
3,4,301102,1
3,4,100102,1
3,4,220707,2
3,4,231404,1
3,4,220603,3
3,4,120109,6
3,4,301802,1
3,4,120201,1
3,4,200302,2
3,4,120204,1
3,4,200803,3
3,4,120107,1
3,4,331903,2
3,4,130102,1
3,4,332003,1
3,4,220515,1
3,4,120301,4
3,4,220115,1
3,4,311803,1
3,4,311008,1
3,4,220602,1
3,4,220710,1
3,4,200199,1
3,4,200599,1
3,4,220102,3
3,4,201103,2
3,4,311701,1
3,4,200807,1
3,4,200203,1
3,4,200503,3
3,4,220107,1
3,4,332005,2
3,4,332302,2
3,4,220201,1
3,4,301304,1
3,4,230103,1
3,4,301302,1
3,4,300203,1
3,4,220502,2
3,4,100404,2
3,4,220999,1
3,4,311801,1
3,4,220801,2
3,4,300606,1
3,4,301804,1
3,4,110302,1
3,4,230199,1
3,4,342310,1
3,4,311405,1
3,4,340802,1
3,4,200703,1
3,4,300601,1
3,4,220705,1
3,4,301801,1
3,4,201404,1
3,4,311402,1
3,4,220301,1
3,4,311901,1
3,4,151503,1
3,4,220703,1
3,4,311007,1
3,4,210503,1
3,4,150801,1
3,4,201106,1
3,4,100604,1
3,4,220802,1
3,4,230501,1
3,4,100103,1
3,5,201107,3
3,5,120104,18
3,5,200604,1
3,5,231601,2
3,5,120313,5
3,5,210301,1
3,5,332205,1
3,5,120101,20
3,5,120105,5
3,5,150802,3
3,5,220208,1
3,5,220106,2
3,5,120102,19
3,5,210402,2
3,5,150102,1
3,5,201405,2
3,5,152101,5
3,5,231404,5
3,5,230801,1
3,5,100101,7
3,5,220107,2
3,5,220199,1
3,5,201499,7
3,5,220305,1
3,5,301802,3
3,5,333002,1
3,5,150502,1
3,5,120302,2
3,5,221202,1
3,5,120201,3
3,5,200501,3
3,5,220302,1
3,5,220801,3
3,5,220604,1
3,5,301302,1
3,5,301804,1
3,5,130101,2
3,5,201401,4
3,5,200505,2
3,5,220102,2
3,5,100103,2
3,5,151801,1
3,5,220513,2
3,5,200101,1
3,5,201505,1
3,5,120106,4
3,5,200607,2
3,5,301304,1
3,5,220202,1
3,5,220907,1
3,5,301608,2
3,5,151299,2
3,5,151803,2
3,5,120303,5
3,5,120301,2
3,5,230102,2
3,5,230304,4
3,5,231301,1
3,5,332303,1
3,5,201502,1
3,5,120309,2
3,5,201111,3
3,5,300902,1
3,5,231007,1
3,5,210601,1
3,5,151902,1
3,5,220301,1
3,5,201302,2
3,5,220304,2
3,5,130801,5
3,5,150801,1
3,5,201201,1
3,5,301801,2
3,5,220111,2
3,5,301301,2
3,5,201402,1
3,5,220409,1
3,5,301002,1
3,5,120307,1
3,5,201003,1
3,5,220103,1
3,5,130803,1
3,5,230703,1
3,5,200202,1
3,5,221101,1
3,5,151802,1
3,5,200902,2
3,5,120107,1
3,5,151899,1
3,5,151199,1
3,5,301603,2
3,5,301606,1
3,5,220399,2
3,5,300804,1
3,5,200608,1
3,5,130102,1
3,5,200602,1
3,5,200907,1
3,5,120204,1
3,5,301601,1
3,5,300203,1
3,5,301004,1
3,5,201001,1
3,5,151701,1
3,5,230604,1
3,5,220113,1
3,5,200711,1
3,5,100402,1
3,5,151806,1
3,5,220701,1
3,5,152103,1
3,5,231006,1
3,6,120201,2
3,6,201401,3
3,6,220107,1
3,6,120104,24
3,6,200501,2
3,6,220302,6
3,6,230701,1
3,6,120307,4
3,6,230304,4
3,6,201501,1
3,6,200903,1
3,6,201107,1
3,6,120102,12
3,6,331903,1
3,6,130801,5
3,6,220999,1
3,6,220306,1
3,6,120106,6
3,6,200608,1
3,6,200506,1
3,6,151704,1
3,6,331905,1
3,6,151901,1
3,6,120302,5
3,6,120101,14
3,6,120204,2
3,6,220205,3
3,6,220208,3
3,6,201104,2
3,6,152103,1
3,6,200105,4
3,6,201105,1
3,6,220202,4
3,6,301802,2
3,6,150801,1
3,6,120105,3
3,6,230399,3
3,6,230604,2
3,6,130803,2
3,6,200605,1
3,6,220111,4
3,6,220399,6
3,6,152101,8
3,6,332104,1
3,6,301804,1
3,6,301603,4
3,6,220599,1
3,6,200201,4
3,6,220199,1
3,6,301303,1
3,6,200803,2
3,6,210601,1
3,6,220204,1
3,6,230201,1
3,6,201201,1
3,6,201499,1
3,6,120313,6
3,6,150501,3
3,6,151805,2
3,6,220605,1
3,6,200503,2
3,6,120303,6
3,6,201302,2
3,6,301801,2
3,6,321702,1
3,6,150103,1
3,6,230703,2
3,6,150101,1
3,6,201505,2
3,6,210103,1
3,6,120107,2
3,6,231102,3
3,6,130201,2
3,6,332205,2
3,6,221006,1
3,6,151803,1
3,6,220104,1
3,6,231702,1
3,6,151503,1
3,6,200505,1
3,6,220801,1
3,6,230705,2
3,6,200805,1
3,6,201111,1
3,6,120301,1
3,6,300204,1
3,6,311702,1
3,6,231201,1
3,6,300601,1
3,6,311809,1
3,6,220108,1
3,6,220401,1
3,6,201301,2
3,6,230704,1
3,6,151802,4
3,6,332206,1
3,6,130101,2
3,6,100402,1
3,6,230299,1
3,6,151299,1
3,6,301101,1
3,6,100101,2
3,6,120109,1
3,6,200101,2
3,6,220799,1
3,6,100102,1
3,6,151703,1
3,6,150506,1
3,6,200902,1
3,6,300206,1
3,6,201109,1
3,6,220101,1
3,6,150502,1
3,6,220402,2
3,6,300202,1
3,6,150505,2
3,6,120306,1
3,6,201103,1
3,6,200601,2
3,6,120103,2
3,6,220301,1
3,6,200607,1
3,6,220106,2
3,6,231103,1
3,6,301607,1
3,6,230204,1
3,6,220904,1
3,6,200907,1
3,6,220102,1
3,6,210402,1
3,6,300606,1
3,6,200709,1
3,6,220201,2
3,6,151206,1
3,6,150504,2
3,6,230502,1
3,6,311811,1
3,6,230901,1
3,6,220305,1
3,6,231602,1
3,6,220299,1
3,6,311008,1
3,6,220513,1
3,6,120309,1
3,6,151701,1
3,6,200802,1
3,6,201002,1
3,6,340301,1
3,6,151804,1
3,7,300704,1
3,7,220306,1
3,7,151803,2
3,7,301603,6
3,7,200904,1
3,7,221101,2
3,7,150501,3
3,7,151701,4
3,7,231103,1
3,7,301301,1
3,7,342310,2
3,7,300601,2
3,7,220208,3
3,7,201302,1
3,7,120102,11
3,7,200809,1
3,7,230103,2
3,7,230406,1
3,7,220104,1
3,7,201107,3
3,7,220204,1
3,7,220111,2
3,7,120201,2
3,7,130801,3
3,7,151813,1
3,7,120104,10
3,7,230399,2
3,7,210106,6
3,7,300606,2
3,7,220202,1
3,7,220702,2
3,7,200902,1
3,7,220802,1
3,7,120302,3
3,7,100101,3
3,7,120313,8
3,7,220405,2
3,7,120105,6
3,7,301801,1
3,7,220499,1
3,7,340201,1
3,7,120303,2
3,7,200501,3
3,7,200601,1
3,7,220506,1
3,7,220801,1
3,7,201306,1
3,7,201003,1
3,7,301802,1
3,7,220510,1
3,7,120307,4
3,7,221004,2
3,7,120309,1
3,7,231601,1
3,7,120103,1
3,7,151805,2
3,7,220205,1
3,7,201401,1
3,7,231102,2
3,7,220299,1
3,7,201102,1
3,7,150503,1
3,7,100402,1
3,7,300402,1
3,7,120101,6
3,7,201501,1
3,7,120301,1
3,7,151899,1
3,7,300401,1
3,7,301609,1
3,7,151503,1
3,7,201105,1
3,7,130803,1
3,7,100104,2
3,7,220513,3
3,7,220112,1
3,7,230907,1
3,7,152101,4
3,7,201111,2
3,7,301606,1
3,7,300801,1
3,7,201004,1
3,7,311204,1
3,7,230304,1
3,7,231006,2
3,7,230101,2
3,7,210401,1
3,7,220199,1
3,7,220402,1
3,7,220906,1
3,7,332102,1
3,7,301608,1
3,7,201109,1
3,7,300604,1
3,7,300602,2
3,7,201304,1
3,7,120106,2
3,7,341601,1
3,7,120109,1
3,7,230301,1
3,7,201002,1
3,7,220403,1
3,7,200608,1
3,7,151804,1
3,7,220503,1
3,7,201301,1
3,7,220406,1
3,7,220709,1
3,7,150504,2
3,7,230501,1
3,7,151003,1
3,7,201499,1
3,7,200502,1
3,7,220701,1
3,7,130101,1
3,7,301004,1
3,7,110107,1
3,7,220110,1
3,8,120101,13
3,8,201304,1
3,8,120106,5
3,8,220301,1
3,8,220208,7
3,8,150404,1
3,8,152101,7
3,8,150504,1
3,8,120201,5
3,8,120313,10
3,8,230901,1
3,8,120204,3
3,8,151803,3
3,8,220515,1
3,8,300601,3
3,8,120102,16
3,8,120309,5
3,8,130801,4
3,8,331903,1
3,8,300499,1
3,8,120105,8
3,8,120104,25
3,8,201502,2
3,8,332803,1
3,8,120301,1
3,8,150503,1
3,8,301004,2
3,8,150105,2
3,8,220402,1
3,8,301804,1
3,8,331905,2
3,8,230701,1
3,8,332003,2
3,8,201103,6
3,8,100101,5
3,8,230101,1
3,8,150199,1
3,8,151804,2
3,8,220513,5
3,8,230202,1
3,8,220102,2
3,8,200905,1
3,8,150101,2
3,8,220205,1
3,8,311402,2
3,8,151801,1
3,8,200903,1
3,8,130101,1
3,8,201401,2
3,8,200805,1
3,8,230304,4
3,8,150102,1
3,8,230601,3
3,8,150505,1
3,8,300701,1
3,8,220501,1
3,8,201201,1
3,8,201302,2
3,8,120302,4
3,8,120107,2
3,8,220199,1
3,8,120307,3
3,8,201111,4
3,8,220112,2
3,8,220202,3
3,8,311702,1
3,8,230603,1
3,8,120501,1
3,8,220405,1
3,8,150502,2
3,8,220299,1
3,8,200302,1
3,8,200804,1
3,8,301608,2
3,8,311405,1
3,8,120303,2
3,8,220999,1
3,8,151813,2
3,8,120103,3
3,8,231702,1
3,8,201299,1
3,8,231601,1
3,8,221005,1
3,8,220599,5
3,8,220603,2
3,8,100404,1
3,8,151099,1
3,8,200201,1
3,8,301603,2
3,8,220499,1
3,8,200101,1
3,8,220307,2
3,8,130803,2
3,8,220111,2
3,8,220204,1
3,8,151701,3
3,8,200803,1
3,8,220399,1
3,8,301606,1
3,8,201105,1
3,8,200902,1
3,8,231201,1
3,8,120306,2
3,8,230103,1
3,8,300606,1
3,8,201001,1
3,8,301805,1
3,8,221101,1
3,8,301802,2
3,8,200105,1
3,8,200301,1
3,8,220302,1
3,8,200907,1
3,8,151806,1
3,8,200809,1
3,8,301108,1
3,8,200607,1
3,8,220113,1
3,8,311503,1
3,8,201399,1
3,8,220607,1
3,8,311801,1
3,8,300801,1
3,8,220801,1
3,8,300301,1
3,8,150599,1
3,8,201504,1
3,8,201501,1
3,8,201306,1
3,8,300402,1
3,8,151703,1
3,8,220106,1
3,8,201104,1
3,8,311903,1
3,9,120102,24
3,9,120105,7
3,9,301802,2
3,9,120201,6
3,9,231001,2
3,9,120101,17
3,9,151301,2
3,9,120313,14
3,9,120104,30
3,9,130201,1
3,9,100104,2
3,9,120306,4
3,9,120204,8
3,9,220699,2
3,9,220208,4
3,9,301606,4
3,9,200806,3
3,9,152101,14
3,9,311604,3
3,9,200807,1
3,9,301303,2
3,9,120106,6
3,9,120307,2
3,9,201405,4
3,9,220205,3
3,9,220105,1
3,9,201401,3
3,9,120107,1
3,9,201111,3
3,9,120501,6
3,9,311601,1
3,9,201499,2
3,9,301603,3
3,9,200805,3
3,9,100102,1
3,9,220513,2
3,9,151304,1
3,9,120109,1
3,9,200902,2
3,9,151806,1
3,9,230604,1
3,9,120103,4
3,9,231102,1
3,9,301301,2
3,9,201107,2
3,9,210107,1
3,9,220202,2
3,9,120205,1
3,9,220304,1
3,9,220901,1
3,9,150801,3
3,9,220102,1
3,9,220113,2
3,9,220605,1
3,9,151701,3
3,9,200506,1
3,9,200105,3
3,9,152104,2
3,9,220106,3
3,9,150101,1
3,9,130101,2
3,9,201299,1
3,9,301608,4
3,9,220502,1
3,9,300202,1
3,9,100101,9
3,9,200601,2
3,9,201402,1
3,9,200201,2
3,9,220405,2
3,9,130801,3
3,9,200607,1
3,9,200603,1
3,9,300701,1
3,9,300606,1
3,9,230703,2
3,9,220801,2
3,9,120302,3
3,9,200502,1
3,9,200803,1
3,9,341701,1
3,9,220799,1
3,9,220110,1
3,9,151801,1
3,9,220403,1
3,9,310901,2
3,9,150502,1
3,9,150506,1
3,9,110402,1
3,9,152103,1
3,9,220299,1
3,9,150105,2
3,9,150501,2
3,9,220301,2
3,9,322701,1
3,9,200704,1
3,9,220510,1
3,9,220501,1
3,9,200606,1
3,9,151804,1
3,9,220406,1
3,9,110107,1
3,9,230304,1
3,9,151813,2
3,9,201305,1
3,9,100103,1
3,9,220111,1
3,9,220512,1
3,9,220710,1
3,9,120309,1
3,9,151902,1
3,9,301106,1
3,9,201404,1
3,9,120303,2
3,9,150504,2
3,9,200903,1
3,9,100404,1
3,9,151810,1
3,9,220603,1
3,9,220503,1
3,9,221202,1
3,9,151805,2
3,9,201501,1
3,9,210301,2
3,9,311602,1
3,9,100402,1
3,9,220302,1
3,9,220107,1
3,9,300206,1
3,9,300602,1
3,9,200501,1
3,10,300606,2
3,10,321709,1
3,10,120302,4
3,10,151805,2
3,10,150101,2
3,10,120104,28
3,10,120313,8
3,10,301608,3
3,10,120303,3
3,10,300602,2
3,10,120103,3
3,10,201502,1
3,10,152103,1
3,10,220108,1
3,10,220111,2
3,10,220699,1
3,10,120201,2
3,10,220604,1
3,10,201201,1
3,10,220513,1
3,10,200501,2
3,10,110201,1
3,10,152101,6
3,10,150502,3
3,10,220109,2
3,10,220299,1
3,10,220709,1
3,10,221004,2
3,10,151803,1
3,10,120102,22
3,10,130801,7
3,10,200606,2
3,10,201003,1
3,10,220106,4
3,10,220406,1
3,10,151304,1
3,10,201302,3
3,10,100101,5
3,10,150302,1
3,10,120109,1
3,10,120309,4
3,10,220302,4
3,10,201111,1
3,10,120101,10
3,10,120106,6
3,10,200711,1
3,10,220199,3
3,10,220606,1
3,10,130102,1
3,10,201103,2
3,10,120307,2
3,10,220402,3
3,10,120501,2
3,10,220102,1
3,10,312804,1
3,10,220208,2
3,10,120301,3
3,10,120107,4
3,10,220205,2
3,10,300206,1
3,10,301603,3
3,10,220403,1
3,10,301802,2
3,10,201112,1
3,10,150801,1
3,10,200907,1
3,10,120204,2
3,10,200203,1
3,10,301301,1
3,10,151704,1
3,10,220104,1
3,10,201504,1
3,10,200608,1
3,10,201501,4
3,10,311604,1
3,10,201399,2
3,10,201107,1
3,10,151003,1
3,10,301801,3
3,10,130603,1
3,10,150504,3
3,10,150105,2
3,10,220305,1
3,10,221101,1
3,10,200599,2
3,10,150501,1
3,10,220301,2
3,10,300801,2
3,10,220399,1
3,10,301303,1
3,10,300604,1
3,10,201401,1
3,10,230603,1
3,10,200204,1
3,10,220401,1
3,10,201405,1
3,10,200803,1
3,10,120105,3
3,10,220802,1
3,10,100404,1
3,10,151701,1
3,10,200505,2
3,10,220202,1
3,10,200805,1
3,10,200902,1
3,10,220505,1
3,10,220801,1
3,10,151503,1
3,10,220405,1
3,10,221003,2
3,10,220204,1
3,10,200905,1
3,11,301603,11
3,11,201302,7
3,11,201101,1
3,11,120313,20
3,11,120106,11
3,11,130801,4
3,11,152101,8
3,11,220399,2
3,11,200902,1
3,11,231701,1
3,11,220603,1
3,11,120101,22
3,11,120306,4
3,11,200199,4
3,11,301802,7
3,11,120204,5
3,11,220208,8
3,11,150501,3
3,11,201401,2
3,11,230399,1
3,11,151701,5
3,11,120102,34
3,11,120305,4
3,11,120307,9
3,11,220112,1
3,11,311403,2
3,11,220111,3
3,11,120302,5
3,11,230101,1
3,11,311602,2
3,11,230703,1
3,11,200105,9
3,11,200399,2
3,11,150305,3
3,11,120104,25
3,11,130803,1
3,11,210301,2
3,11,220302,8
3,11,200805,3
3,11,201404,1
3,11,150105,1
3,11,231404,1
3,11,120303,2
3,11,100104,3
3,11,120107,1
3,11,150904,1
3,11,151704,1
3,11,300604,6
3,11,220604,1
3,11,200709,1
3,11,220106,2
3,11,120201,6
3,11,301805,2
3,11,100402,2
3,11,220515,1
3,11,230604,2
3,11,301303,1
3,11,220702,1
3,11,200607,1
3,11,201405,2
3,11,100404,3
3,11,220513,2
3,11,150506,1
3,11,230402,1
3,11,220405,3
3,11,120309,7
3,11,221001,1
3,11,221101,1
3,11,201501,2
3,11,341506,1
3,11,200708,1
3,11,201403,1
3,11,201499,3
3,11,322701,2
3,11,100103,1
3,11,150199,1
3,11,201111,3
3,11,120301,3
3,11,301601,1
3,11,120105,4
3,11,100202,1
3,11,220205,4
3,11,200603,2
3,11,151801,1
3,11,301608,5
3,11,151803,1
3,11,201502,2
3,11,311016,1
3,11,301301,3
3,11,150504,2
3,11,200505,2
3,11,220403,1
3,11,201107,3
3,11,220202,2
3,11,220303,1
3,11,220102,1
3,11,220299,2
3,11,210402,2
3,11,120103,1
3,11,300601,1
3,11,150505,2
3,11,100101,4
3,11,301804,2
3,11,231601,1
3,11,200606,1
3,11,220699,1
3,11,200608,2
3,11,220101,1
3,11,220109,1
3,11,201306,1
3,11,310701,1
3,11,201102,1
3,11,220201,4
3,11,220907,1
3,11,200903,1
3,11,110204,1
3,11,151809,1
3,11,200806,1
3,11,120501,2
3,11,220606,1
3,11,301606,1
3,11,220204,1
3,11,301604,1
3,11,200801,1
3,11,210199,1
3,11,340703,1
3,11,151813,1
3,11,110106,1
3,11,220104,1
3,11,220199,1
3,11,220401,1
3,11,110201,1
3,11,151799,1
3,11,311902,1
3,11,150502,1
3,11,220305,1
3,11,220512,3
3,11,201503,1
3,11,300801,1
3,11,220703,3
3,11,200601,1
3,11,201103,1
3,11,311405,1
3,11,130101,1
3,11,200706,1
3,11,200104,1
3,11,230103,1
3,11,201505,1
3,11,230304,1
3,11,201003,1
3,11,220103,1
3,11,151804,1
3,11,210603,1
3,11,220608,1
3,11,301607,1
3,11,120109,1
3,11,300602,2
3,11,100102,2
3,11,300606,1
3,11,150102,1
3,11,151099,1
3,11,230701,1
3,11,150404,1
3,11,200809,1
3,11,220701,1
3,11,220499,1
3,11,301602,1
3,11,151802,2
3,11,151806,1
3,11,220301,1
3,11,231705,1
3,11,200807,1
3,11,220708,1
3,11,201002,1
3,11,220802,1
3,12,120104,23
3,12,150801,1
3,12,220208,4
3,12,130801,5
3,12,201306,2
3,12,151803,1
3,12,220106,2
3,12,301603,7
3,12,120313,8
3,12,120102,27
3,12,220104,3
3,12,120201,4
3,12,150502,2
3,12,301301,2
3,12,220111,7
3,12,120302,8
3,12,220599,1
3,12,120307,6
3,12,230101,1
3,12,220605,1
3,12,221202,2
3,12,201111,2
3,12,150105,1
3,12,120101,17
3,12,150501,6
3,12,220801,4
3,12,200902,2
3,12,230103,1
3,12,120106,11
3,12,201404,1
3,12,120105,6
3,12,220602,2
3,12,130803,2
3,12,150101,4
3,12,100101,4
3,12,220102,3
3,12,220699,1
3,12,120309,2
3,12,130101,4
3,12,220302,6
3,12,140206,1
3,12,152101,6
3,12,100404,1
3,12,120301,2
3,12,221003,3
3,12,220205,4
3,12,201101,1
3,12,151810,1
3,12,120306,1
3,12,221001,2
3,12,150505,1
3,12,301801,2
3,12,221002,1
3,12,301608,3
3,12,311702,1
3,12,130603,1
3,12,151804,1
3,12,201103,3
3,12,200201,1
3,12,300802,1
3,12,120103,4
3,12,151704,1
3,12,200607,5
3,12,150503,1
3,12,200804,1
3,12,220711,1
3,12,200501,1
3,12,200101,1
3,12,300601,1
3,12,200903,2
3,12,201202,1
3,12,151801,2
3,12,220709,1
3,12,220701,2
3,12,230705,1
3,12,151003,1
3,12,120303,2
3,12,311701,1
3,12,200709,1
3,12,109903,1
3,12,201499,1
3,12,220603,1
3,12,151301,1
3,12,151701,1
3,12,201501,2
3,12,201505,2
3,12,210501,1
3,12,201401,2
3,12,150504,3
3,12,201107,3
3,12,220202,4
3,12,201299,1
3,12,220702,2
3,12,200805,1
3,12,200708,1
3,12,231103,1
3,12,120204,2
3,12,230701,2
3,12,151503,2
3,12,120109,1
3,12,201405,1
3,12,220512,2
3,12,220103,1
3,12,220606,1
3,12,151099,1
3,12,151805,1
3,12,301012,1
3,12,300804,1
3,12,300604,2
3,12,220403,1
3,12,220799,1
3,12,231001,1
3,12,201102,1
3,12,201302,1
3,12,220513,3
